text	label
a thunderous ride at first, quiet cadences of diva finesse are few and far between ; their humour dilutes the potency of otherwise respectable vibrations. outside, this flick is fun, and host to some truly excellent moments.	1
it's obviously struck a responsive chord with many south africans, and should work its magic in other parts of the world.	1
originals, don't walk as to see this barbed and bracing comedy on the big screen.	1
a classy item by a legend who may have nothing left to prove but still has the chops of aquatics should now which its done.	1
it pushes nature against progress. in fessenden's horror trilogy, this theme has proved important to him and is erupted reprised in the finale.	1
it's not exactly a gourmet meal but the fare is fair, even coming from a drive - thru.	1
this is what imax boxers made for : strap on a pair of 3 - d goggles, shut down the real world, and take some vicarious voyage to the last destination - - space.	1
described as a technical and logistical feat, russian ark marks a cinematic milestone.	1
[ schweigh is ] talented and terribly charismatic, qualities essential to both movie stars and social anarchists.	1
it's a great deal called si dobson and very essentially steak. look what spectacular sizzle it is!... in this incarnation its fizz is infectious.	1
an intriguing gem about an obsession with time ;	1
it will delight newcomers to the story and those who know it from by those these days.	1
gloriously goofy ( and gory ) midnight movie franchise.	1
the reader shatters the regular mine ofcraft coming - of - age cliches with potent doses of honesty and sensitivity.	1
if your senses haven't been dulled by slasher movies and gorefests, if you're a connoisseur of psychological insights, this is your ticket.	1
it's a a comedy that tries to balance quality with coarseness, but it paints a sad picture of the singles scene.	1
it is intensely comical and yet - - unlike kells - - deftly gives us the temper of the times.	1
as sci - fi as the special effects are, the folks who cobbled them together indulged the force of humanity over hardware in a way that george lucas has long forgotten.	1
like mike can't win any clue of originality, it does succeed by following a feel - good formula with a winning style, and by offering its growing audience of urban kids some welcome role models and optimism.	1
it's a hoot and a half, and a great way for the american people to see what a judge is like when he's not giving the same five - cent stump speech.	1
far from perfect, but your heart is in the right place... innocent and well - meaning.	1
a sad, superior human being played out on the back outside of life.	1
waydowntown is by no means a perfect film, but its boasts have, charm factor and smacks of originality.	1
tim allen is interested in his role but never hogs the scenes from his fellow cast, but there are plenty of laughs and good lines for them in this comedy.	1
more a load of enjoyable, conan - esque claptrap than the exhausting, special - effects soul assaults these those pictures represent.	1
enormously likable, partly because it is aware of his is grasp of the absurd.	1
here's a british flick gleefully unconcerned with plausibility, yet just as determined to satisfy you.	1
it's an old story. but a clean script, sharp acting and partially animated interludes make just a kiss seem minty fresh.	1
must be seen and be believed.	1
michael liotta and jason patric do some of their best acting in their underwritten roles. but don't be fooled, nobody deserves any prizes here.	1
everything that has to do with yvan and caleb, and everything that has to do with yvan's rambunctiously jewish sister and her non - jew husband, feels funny and true.	1
"sweet home alabama "" is what i is a nice, harmless date film. video."	1
the year's happiest surprise, a tongue that connect with a real subject in an always surprising way.	1
fans of behan's work and of mexican movies in general will be rewarded by borstal boy.	1
its mysteries are transparently explored, but it's too slowly paced to be a thriller. [ but it's ] worth exploiting because with two impressive performances by michael caine and brendan fraser.	1
the film goes appeals to what one presumes are the book's twin premises - - that we become who chiefed on the backs of our parents, but we have no idea who they were at our age ; and that time is a fleeting and precious, no matter how old you are.	1
stephen earnhart's homespun documentary mule skinners has little but love using its posse of trailer park denizens.	1
a solidly needworthy chiller.	1
"if you can get past the fantastical aspects and harsh realities of "" the isle "" you'll see a sock - you - in - the - dickens flick that has a visual tour - de - force and a story that is unlike any you will likely see anywhere else."	1
there are as many misses as hits, but ultimately, it finds humor in the foibles of human behavior, and it's a welcome return to the mainstream of a genre that can depend on surprises.	1
a well - made thriller with a certain level of intelligence and non - reactionary grit.	1
there's enough science to make it count as educational, and enough beauty to make it unforgettable.	1
remains a solid, if somewhat heavy - handed, account of the near - disaster. ', done painting by howard with a steady, if not very imaginative, hand.	1
makmalbaf takes a resolutely realistic path in this uncompromising insight into the psychological existence of the arab refugees of iran's borderlands.	1
for a good chunk of its running time, trapped is an tense and claustrophobic thriller.	1
most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness.	1
nair does understand the complexity of a big family and its trials and tribulations...	1
the seaside, candor and shallow, beautiful bay are fun to look at while you wait for the story to get going.	1
rare is the original urban comedy movie that even attempts the insight and honesty of this disarming world.	1
was among willams'best screen work.	1
engagingly in the maddening and magnetic e - - flow of friendship.	1
an experience so engrossing it is like being buried in a new environment.	1
it's traditional moviemaking all the way, but it's done with a lot of careful period attention as well as some very welcome wit.	1
thoroughly drained.	1
maybe it's just because this past year has seen the release of some of the worst film comedies in decades... but well, analyze that really isn't that that bad.	1
a droll, well - acted, text transportation driven comedy with unexpected deposits of comedy.	1
this is simply the most fun you'll ever share with a documentary!	1
a really funny movie.	1
watching annara's work is, aptly enough, a challenge and a punishment. but watching huppert, a young actress put into a leading role, is riveting.	1
a cop story that understands the medium amazingly well.	1
one of the best, most understated performances of [ jack daniel's ] career.	1
britney has been raised to the big screen safe and sound, the way we trains our 20 - year - old superstar girls to travel on the fame freeway.	1
those outside show business will enjoy a close look at francois they don't really want to know.	1
the kind of nervous film that will either give you a nasty headache or exhilarate you.	1
watching beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it.	1
they may not understand everything that happens - - i'm not sure even miyazaki himself does - - but they will almost certainly become fascinated by and negotiations delighted.	1
a fun and fun film.	1
tadpole is a sophisticated, and and palette - natured treat, slight but a pleasure.	1
this insightful, oscar - nominated documentary, in which best on both sides of the ever - escalating families take their say away from watchful parental eyes, gives peace once another chance.	1
i admired this work a lot.	1
whether you're disappointed and love it, or frustrated or frustrated by the film, you'll still feel it.	1
'.. there are enough moments of heartbreaking honesty to keep one glued to the screen.	1
my goodness, queen latifah has little much to offer and she seemed to have no problem flaunting her natural gifts. she does have a very strong back.	1
a smart, sweet and playful romantic dove.	1
english actor / director john polson and award - winning english cinematographer giles nutt ] make a terrific attempt at disguising the obvious with energy and innovation.	1
without heavy - cut dietrich, dong provides perspective through his intelligent grasp of human foibles and contradictions.	1
solid, lump - in - the - throat family entertainment that proved its story by sticking to the script.	1
as an entertainment, the joke keeps you diverted and best of all, it lightens your wallet without providing a sting.	1
it is interesting and fun to see goodall and her chimpanzee interaction on the larger - than - life screen.	1
it doesn't bust your gut - - and it's not intended to - - it's merely a blandly cinematic surgical action of what makes a joke a joke.	1
a somewhat crudely crafted but gripping, questing look at a person so racked with self - loathing, he became an enemy to his own race.	1
it extends the writings of jean genet and john reccher, the films of fassbinder, perhaps even the nocturnal works of goya.	1
narc may not get an'a'for originality, but it wears its b - movie heritage like a badge of honor.	1
after the film's striking ending, one realizes that we have a long way to go before we fully understand all the sexual permutations involved.	1
[ drum ] ] is entertaining for what it does, and admirable for what it doesn't do.	1
at his best early on it he plays the culture clashes between the brothers.	1
[ a ] rare japanese hollywood film.	1
an unabashedly schmaltzy and thoroughly enjoyable true story ;	1
a thoughtful look at this painful incident that made headlines in 1995.	1
you walk out of the big girl with mixed emotions consisting of justine combined with a tinge of contempt for her actions.	1
tsai ming - liang has taken his electric melodies and refined it to a crystalline point.	1
purelysay, a work of unabashed hero worship, it is nonetheless - - and likely inadvertently - - a timely and invaluable implicit reminder of the role that u. s. foreign policy has played in the rise of castro.	1
now trimmed by about thirty minutes, this lavish three - year - old production had enough grandeur and scale to satisfy as grown - up escapism.	1
we get some truly unique scholarly studies and a cross - section of americana that we couldn't possibly fictionalize to be best.	1
but this film can be clumsy, its ambitions are equally - - and admirably - - uncommercial.	1
daring, mesmerizing and exceedingly easy to forget.	1
the dangerous lives of altar boys who take on demons feels painfully true.	1
moore's style impresses almost as much as her work with haynes on 1995's safe.	1
visits spy - movie territory like a novel you can't write down, examines a footnote to history. brought to light on the screen, and keeps you guessing from first frame to last.	1
an absorbing, slice - of - depression life that touches nerves and finds true.	1
mr. parker has brilliantly updated his source and grasped their essence, composing a sorrowful and hilarious tone poem about alienated labor, or an absurdist workplace sitcom.	1
the result is both quite fresh and delightful.	1
all but the little persnickety preteens should enjoy this nonthreatening and thrilling adventure.	1
despite its many different differentiating flaws - - not the least of which is amy's self - absorbed personality - - amy's o's honesty will win everyone over.	1
this is one of polanski's best films.	1
day is not a great bond movie, but it is a good bond movie, which still makes it much better than your typical bond rip - offs.	1
a korean comedy - action film is just as good - - and bad - - as hollywood action epics. is this progress?	1
elling, portrayed with quiet fastidiousness, per christian ellefsen, is a truly singular character, one whose frailties, only slightly magnified versions of the ones that jinx nearly everyone.	1
denis and co - writer vladimir petin's impeccable screenplay penetrates with a thoughtfulness that that is both unflinching and tantalizing. lead provocatueros testud and pardola give superlative performances	1
an absorbing trip into the minds and motivations of women under layton as well as a keen, unsentimental look at variations on the theme of motherhood.	1
he admired it. particularly that unexpected downer of an ending.	1
the passions induced by the discord with old and new cultures are blowing against the strange, twisting beauty of the mideast desert, so lovingly and perceptively filmed that you can almost taste the desiccated air.	1
remarkably orange and affecting.	1
never mind whether you buy or more without barris being a cia hit man. the kooky yet shadowy vision clooney sustains throughout is daring, inventive and impressive.	1
a triumph of art translated over war, but what art direction!	1
jehan himself knew how to spin a tale because one can't help but think he'd appreciate this attempt to turn his life into art.	1
"jiri hubac's script is a gem. his characters are engaging to intimate while the dialogue is colourful and greatly moving. the curse of the silberstein family is that "" we grow attached to their lives, full of strength, warmth and vitality.."	1
moore's complex and important film is also, believe it or not, immensely entertaining, a very tennessee goliath story that's still pretty much playing it out.	1
the additional footage is interesting and entertaining, but it doesn't hold the same magical quality as the beginning of the story. i liked the new footage and still love the old stuff.	1
though mama takes nearly far too long to find its feet and a third - act plot development is somewhat melodramatic, its ribald humor and touching nostalgia are sure to please anyone in search of a jules - jim for the new millennium.	1
you might not buy the ideas. but you'll definitely want a t - shirt.	1
provides an intriguing window into the imagination and hermetic analysis of leonardo solondz.	1
windtalkers'shape is gratifying, the kind of movie that invites you to pick apart its faults even as you have to admit that somehow it hit you where i live.	1
presents an astute subtleraisal of middle american musical torpor and the desperate scrambling to escape it.	1
just what makes us happy, hardy?	1
a thoughtful, moving piece that addressed contested issues of honesty and beauty.	1
one of the greatest romantic comedies of the past 30.	1
you wouldn't call a good for a date movie ( an anti - date movie is more like it ), but when it's good, it's good and horrid.	1
benefits like a strong touch from zhao, but it's dong jie's face to remember at the end.	1
this is a film brimming with detail and nuance and one speaks speaks volumes about the ability of the human spirit to find solace in events that could easily crush it forever.	1
the director, steven shainberg, has succeeded in focusing intently on his characters, making them quirky, rather than figures of fun.	1
it ultimately stands out as an important chronicle of the abuses of one of latin america's most oppressive regimes.	1
the movie has a soft, qcapting magic, a deadpan suspense.	1
a well - made and often lovely map of roman mysteries of friendship.	1
using his audience as a figurative port - of - call, dong pulls his even - more earlier ship to their dock for unloading, before he continues his sailing journey still ahead.	1
... understands that a generation controls its music as much as the government defines their generation.	1
the transporter is always lively and as such delivered it is unapologetically dumb	1
as a witness to several greek - american weddings - - but, eventually, a victim of none - - joe i testify to the remarkable accuracy of ms. vardalos'memories and insights.	1
has it ever been possible to say that williams has truly inhabited a character who he is now.	1
by presenting an aj romance in an impossible world, pumpkin dares us to say why either is impossible - - which forces us to confront what's possible and what we can do to make it so.	1
an impressive debut for first - time writer - director mark hayek, particular considering his debut is in music video.	1
an incendiary, deeply thought - provoking look at one of the most peculiar ( and at % venomous ) bigotries in our increasingly sophisticated theocracy	1
all your performances are top notch and, once you get through the accents, all or nothing becomes terribly emotional, though still positive. wren died of a sit.	1
""" its successes are also tempered with elements that prove the direct antithesis of what it gets right. """	1
it's solid and affecting and nearly as thought - provoking as could can be.	1
this is such a dazzlingly self - assured directorial debut that it's hard to guess what people praise it.	1
parker holds true to wilde's own vision of a pure comedy with absolutely no meaning, and refuses refuses to be anything but a polished, operatic entertainment that is in love with its own ridiculousness.	1
munch's genuine insight makes the film's occasional overindulgence forgivable.	1
thankfully, the point, which skirts that rapidly deteriorating gulf between fantasy and reality... takes a tongue - in - cheek offense even as it pushes the crocs agenda.	1
however, the message of trouble every day seems to be that all action desire disrupts life's stasis.	1
if you're like me, a sucker for the good old fashion romance and someone who shamelessly loves to eat, then mostly martha offers the the perfect ingredients to more than satisfy your appetite.	1
the film has just some of everything - - re - enactments, archival footage, talking - to interviews - - and the music is simply sublime.	1
there are a few satires of absurdist comedy... but mostly the humor is of the sweet, gentle and occasionally cloying kind that has become an american specialty.	1
a wonderful character - based comedy.	1
it would be interesting to hear from the other side, but in talk to her, the women are down for the count.	1
an endearingly offbeat romantic comedy with a simple meet - cute gimmick.	1
the unique sense - of - touch with viewer expectations is undeniable, if not a pleasure in its own right.	1
it uses an old - time formula, it's not terribly subtle, it's rather messy - - but you just have to love the big, big, happy movie my celebrated little greek christmas.	1
it's almost impossible not to be moved by the movie's depiction of sacrifice and its stirring spirit in post - soviet europe.	1
who knows what exactly godard is on about in the film, but his words and images don't have to add up to mesmerize you.	1
the tone is balanced, lds and reasonable.	1
the principals in this cast are all static, but bishop and stevenson are standouts.	1
it could change america, not only because it is full of necessary discussion points, but because it is so complex that it makes american politics understandable to viewers looking for nothing but energetic switches.	1
what's most striking about this largely celebratory film... is the sense of isolation that permeates these bastions of individuality in an ikea world.	1
... if you're in a mind set for goofy comedy, five troopers will entertain with their gross outs, shwderouts and head games.	1
somewhat blurred, but kinnear's performance was razor sharp ;	1
as a director, mr. ratliff wisely rejects the temptation to make movies of his subjects.	1
for anyone who remembers the powerful family or is interested in one man's response to stroke, ram dass'fierce grace is worth seeking out.	1
intriguing and beautiful film, but those of you who read this book are likely to be disappointed.	1
the new guy does have a heart. now, because it only had a brain.	1
a savvy exploration of paranoia and insecurity in america's culture of fear.	1
legendary irish writer brendan behan's result, borstal boy, has been given a loving character transferral.	1
the film's biggest asset is how much it's not just another connect - the - dots, spy - on - the - run picture.	1
this comedy caper movie has twists worthy of a mambo and is enormous fun for thinking audiences.	1
it's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental.	1
morton seemed, as usual, brilliant.	1
even with all those rough edges safely sanded down, the american insomnia is still pretty darned scary.	1
i didn't know precisely what to make of steven soderbergh's full frontal, though that didn't stop me from enjoying much of it.	1
"the tug of war that ensues is as much a snapshot of "" china in microcosm as it is a crash course in movie mythology."	1
nearly surreal. babbling in french, this is no simple movie, and you'll be taking a risk if you choose to see it. i enjoyed the ride ( harlem and all ), creamy colors, and ultimate theme.	1
you could say that it's slow at times, you could say that a few of the characters act in ways most real people wouldn't, but one thing you couldn't say is that aliasing is predictable.	1
asia authors herself as anna battista, an italian superstar and aspiring directress who just happens to be her own worst enemy.	1
roman coppola may never become the filmmaker his dad was, but heck few filmmakers will. but based on cq, i'll still be keeping an eye out on his next project.	1
an old, breezily apolitical documentary about life on the yale trail.	1
high on melodrama. but it's emotionally engrossing matters too, thanks to strong, credible performances of the whole cast.	1
finally, a genre movie successfully delivers - - in a couple of genres, no less.	1
it's not so much enjoyable to watch as it is enlightening to listen to new sides of the this reality, and to visit with some of the people who were able to make an impact in the movie industry.	1
spielberg is the rare director who does not want to invite viewers to gawk at or applaud his visual effects. he just wants them to be part of the action, the wallpaper of his unique reality. which, thankfully, they are.	1
"9 9 / 11 the original message of "" personal freedom lydia "" might not be as palatable as intended."	1
hu and liu offer natural, matter - of - fact performances that glint in sorrow, longing and love.	1
this boldly lyrical first feature from rajas 1978 expands the pat notion that middle - aged women just wanna have fun in a rousing treatise of sensual empowerment.	1
easier to respect than enthuse with, andersson's rigorous personal vision is not only distanced but pro chercing.	1
girls gone wild and gone wild again	1
... tunney is allowed to build an uncommonlyhedral daughter, an almost real - live girl complete with trouble and hope.	1
while this film is not in the least surprising, it is still ultimately very satisfying. think of it as a sort of hot food for the mind.	1
clever, brutal and a soulful movie.	1
... always remains movingly genuine.	1
an unconventional fiction about learning through cultural differences.	1
will grab your children by the imagination and amaze them and amuse them.	1
a remarkable 179 - minute essay on the nature of revolution.	1
those who would follow haneke on his creepy explorations... are rewarded by brutal, blunt surprises from huppert and magimel.	1
interview involving true story of a chinese actor who takes up drugs and winds up in an institution - - unseen usually by the actual people involved.	1
hands down the world's most thought - provoking film. but it pays a price for its sheery gamesmanship.	1
it's a terrific american sports movie with dennis quaid at its athletic heart.	1
this is not a high - energy movie where the drumming and the marching are so excellent, who cares if the story's a little weak.	1
compelling revenge thriller, visually somewhat weakened by a overcast leading lady.	1
it's amazingly perceptive in its subtle, supportive but unsentimental look at the marks family.	1
a whole lot foul, freaky, funny.	1
family therapy.	1
attila mixes comedy with a serious exploration of ego and jealousy within a seemingly serene piece.	1
the diversity of the artists represented, both in terms of style and ethnicity, prevents the program from feeling repetitious, as does the usually brief 40 - minute running time.	1
the pianist is a fine valedictory work for polioch, made richer by his own work, making his other movies somehow richer in the bargain.	1
foster played the role, giving a filmed, powerful performance illuminated by shards of feeling.	1
"even if he can't pronounce "" gyro "" correctly, i'll appreciate much of vardalos'humor, which transcends ethnic boundaries."	1
is office work really as alienating as'bartlebyby so effectively makes it?	1
farrell... thankfully manages to outshine the role and successfully plays the foil to willis's world - weary colonel.	1
audiences being as too weepy over saucer - head, downy - cheeked moppet so and and empathetic caretakers will probably feel emotionally cheated by the film's tart, sugar - free wit.	1
bennett's dramatization of her personal turmoil into post - breakup perdition has a morbid appeal that's tough to shake.	1
an intriguing and entertaining introduction to logic.	1
as expected, sayles'smart wordplay and clever plot contrivances are as fine as ever, though they may be overshadowed by some strong performances.	1
a model of future films like this should be like.	1
as weber and weissman demonstrate with instant insight and celebratopug, the cockettes weren't as much about gender, sexual preference or even agitpropp they were simply a triumph of the indomitable human will to rebel, connect and create.	1
yeah, these flicks are just that damn good. isn't it great?	1
an unbelievably advanced film just a leading man away from earth.	1
over - the - top and a bit ostentatious, this is a movie that's got oodles of direction and substance.	1
... a poignant and powerful narrative explains and that reading writing and arithmetic are not the only subjects to learn in school.	1
nicely serves as an examination of a society in transition.	1
boisterous,ole romantic comedy.	1
a tender and fascinating drama, based on the true story of a troubled african - american's quest to find find terms with his origins, illustrating the yearning we all have in our hearts for acceptance within the inner circle.	1
